component,gene_index,loading,abs_loading,novelty_weight,gene
8,845,-0.07844696552409622,0.07844696552409622,0.9484742371185593,IGHG2
8,192,0.0750753226468207,0.0750753226468207,0.9879939969984992,C1QA
8,68,-0.07280744749992099,0.07280744749992099,0.8829414707353677,APMAP
8,1192,-0.07189434783761238,0.07189434783761238,0.8284142071035517,PABPC4
8,561,0.07143189783864305,0.07143189783864305,0.7913956978489245,EMC10
8,1574,-0.06647449411800332,0.06647449411800332,0.9299649824912456,SLC16A3
8,1268,0.06571674170755842,0.06571674170755842,0.7453726863431716,PLEKHJ1
8,1080,0.06257635062059629,0.06257635062059629,0.8639319659829915,NAP1L4
8,920,-0.06089198434213473,0.06089198434213473,0.6928464232116058,LAMP2
8,1829,0.059344743122712214,0.059344743122712214,0.7463731865932967,TRA2A
8,1551,-0.058230873492240875,0.058230873492240875,0.9179589794897449,SF3A1
8,1364,0.057480814825343826,0.057480814825343826,0.8244122061030515,PSMD13
8,1637,-0.056342729902804374,0.056342729902804374,0.45672836418209106,SPP1
8,6,0.05505660200007547,0.05505660200007547,0.6418209104552276,ACADVL
8,1582,-0.05387801978396073,0.05387801978396073,0.6453226613306653,SLC38A1
8,969,0.05311833172689491,0.05311833172689491,0.45972986493246626,LUC7L3
8,252,-0.0525670272496862,0.0525670272496862,0.6013006503251626,CCT7
8,1929,-0.05213764933652074,0.05213764933652074,0.8349174587293646,VOPP1
8,846,0.051410195598949326,0.051410195598949326,0.8754377188594297,IGHG3
8,1094,0.05140161799223486,0.05140161799223486,0.6608304152076039,NDUFA13
8,371,-0.050780749317792785,0.050780749317792785,0.46323161580790395,COPZ1
8,1319,0.050002964822954896,0.050002964822954896,0.2706353176588294,PPP4C
8,1593,0.049116447851085834,0.049116447851085834,0.9384692346173087,SMAP2
8,1476,0.04882065565248533,0.04882065565248533,0.7443721860930466,RNF149
8,1043,0.0476670145396729,0.0476670145396729,0.31515757878939465,MORF4L2
8,614,0.04763120938185299,0.04763120938185299,0.984992496248124,FCGR3A
8,1395,0.04741271430207447,0.04741271430207447,0.7888944472236118,RAB11FIP1
8,606,0.047271089932060764,0.047271089932060764,0.799399699849925,FAM50A
