gene,fold_change,pvalue_adjusted,negative_log10_qvalue,significant,direction
PPP6R1,0.000788004384987856,0.9999999974159123,1.1222550396861084e-09,False,other
RPS16,0.008406090634722307,0.930990088177294,0.031054942727380845,False,other
GPI,-0.0001998301106796857,0.9999999974159123,1.1222550396861084e-09,False,other
PLD3,-6.702579429062466e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SHD,0.00014627475760658885,0.9999999974159123,1.1222550396861084e-09,False,other
PRKD2,-0.0008161459121469317,0.9999999974159123,1.1222550396861084e-09,False,other
HNRNPUL1,0.0016516547933885933,0.9999999974159123,1.1222550396861084e-09,False,other
DENND3,-0.0003570134222379423,0.9999999974159123,1.1222550396861084e-09,False,other
CD79A,-0.0005342695884175686,0.9999999974159123,1.1222550396861084e-09,False,other
NKG7,1.6545098091268803e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RABAC1,-0.0005441097084928626,0.9999999974159123,1.1222550396861084e-09,False,other
CARD8,0.00021253616159981614,0.9999999974159123,1.1222550396861084e-09,False,other
LIG1,0.00011997924955457415,0.9999999974159123,1.1222550396861084e-09,False,other
RASIP1,-4.5350645385303784e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PPP2R1A,5.040344051508716e-05,0.9999999974159123,1.1222550396861084e-09,False,other
WDR83OS,0.0006047468256290961,0.9999999974159123,1.1222550396861084e-09,False,other
ARRDC2,-0.000621621159471196,0.9999999974159123,1.1222550396861084e-09,False,other
HAMP,-0.0005970809034728138,0.8685771108587111,0.06119161954981559,False,other
USF2,0.00014494937129307106,0.9999999974159123,1.1222550396861084e-09,False,other
SIPA1L3,-0.00038471239103991806,0.9999999974159123,1.1222550396861084e-09,False,other
MTPN,0.0010855694840819219,0.9999999974159123,1.1222550396861084e-09,False,other
PTN,-7.134089993438182e-05,0.9999999974159123,1.1222550396861084e-09,False,other
H2AFV,-9.173456841946037e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CAV2,-3.1651122543930894e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CAV1,-1.0030922019735257e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MET,6.511085953365969e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TSPAN12,6.873519343201075e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SSBP1,-0.00028978698646162093,0.9999999974159123,1.1222550396861084e-09,False,other
CPVL,0.00010132967146128115,0.9999999974159123,1.1222550396861084e-09,False,other
EIF3B,0.0003492364733102618,0.9999999974159123,1.1222550396861084e-09,False,other
SNX8,0.0005143541641840915,0.9999999974159123,1.1222550396861084e-09,False,other
LSM5,0.0004139131995747475,0.9999999974159123,1.1222550396861084e-09,False,other
SERPINE1,-0.000705733654660895,0.9999999974159123,1.1222550396861084e-09,False,other
RPA3,0.0002991048463953927,0.9999999974159123,1.1222550396861084e-09,False,other
CLDN15,0.0003556387544374085,0.9999999974159123,1.1222550396861084e-09,False,other
GLCCI1,7.355243379745732e-05,0.9999999974159123,1.1222550396861084e-09,False,other
EZH2,0.00017357428695450455,0.9999999974159123,1.1222550396861084e-09,False,other
MEOX2,2.0931946611892245e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TSPAN13,-1.822532398498833e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RARRES2,0.0020991991123476827,0.9999999974159123,1.1222550396861084e-09,False,other
TMEM176B,0.0020097430670016903,0.9999999974159123,1.1222550396861084e-09,False,other
PSMA2,0.00013842202549560478,0.9999999974159123,1.1222550396861084e-09,False,other
AEBP1,-2.1586717405234698e-05,0.9999999974159123,1.1222550396861084e-09,False,other
EIF4H,0.00010023962497324873,0.9999999974159123,1.1222550396861084e-09,False,other
NMRK1,-0.00029686757597889753,0.9999999974159123,1.1222550396861084e-09,False,other
PRUNE2,-0.0027127740190181354,1.0877831683046941e-19,18.96345766547759,True,other
OGN,2.1092846865535198e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ASPN,-5.0333720270076445e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ENG,0.00023072193888197187,0.9999999974159123,1.1222550396861084e-09,False,other
DOCK8,-0.0002865209733102711,0.9999999974159123,1.1222550396861084e-09,False,other
PIP5K1B,-5.315181398867592e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RAPGEF1,-0.00019441219538765542,0.9999999974159123,1.1222550396861084e-09,False,other
NPDC1,-0.000178416275685888,0.9999999974159123,1.1222550396861084e-09,False,other
SETX,0.0007631192059083108,0.9999999974159123,1.1222550396861084e-09,False,other
PDLIM1,-0.0013850222790202926,0.9999999974159123,1.1222550396861084e-09,False,other
RASSF4,-0.0012026952246927125,0.9999999974159123,1.1222550396861084e-09,False,other
CXCL12,0.004942718209893809,0.06301850784164799,1.2005318843072188,False,other
EIF3A,-9.21663709726045e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SPOCK2,-0.0014173547191134173,0.9999999974159123,1.1222550396861084e-09,False,other
ACTA2,-2.57679228303255e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LIPA,-4.759544328573201e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LHPP,0.00045542496716716174,0.9999999974159123,1.1222550396861084e-09,False,other
UBE2S,0.00020768228255531318,0.9999999974159123,1.1222550396861084e-09,False,other
UBTF,-4.87872742804818e-06,0.9999999974159123,1.1222550396861084e-09,False,other
RGS9,-0.0012987396612878233,0.2981644132491209,0.5255441920426663,False,other
SEPT4,-0.001186264201005073,0.1388545317926827,0.8574399416217688,False,other
P2RX1,-3.730579455645672e-05,0.9999999974159123,1.1222550396861084e-09,False,other
KPNB1,-4.173930290628236e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RASD1,-4.411579508615312e-06,0.9999999974159123,1.1222550396861084e-09,False,other
NUP88,0.00043095601257030214,0.9999999974159123,1.1222550396861084e-09,False,other
C1QBP,-0.00012491586824186357,0.9999999974159123,1.1222550396861084e-09,False,other
SYNGR2,-0.0012059262336322762,0.9999999974159123,1.1222550396861084e-09,False,other
UTP6,0.00012310296401985,0.9999999974159123,1.1222550396861084e-09,False,other
LGALS3BP,-0.002648257610162408,0.03176421523674819,1.4980618698284813,True,other
CCL2,0.002347769819328438,0.9999999974159123,1.1222550396861084e-09,False,other
COL1A1,0.00036516427274616015,0.9999999974159123,1.1222550396861084e-09,False,other
ABCC3,0.002643270190353264,0.02562888910660557,1.591270218057938,True,other
PRKAR1A,-5.1018050990059294e-05,0.9999999974159123,1.1222550396861084e-09,False,other
YWHAE,0.0007760061368094762,0.9999999974159123,1.1222550396861084e-09,False,other
SLC9A3R1,-5.034136587480677e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PMP22,-0.00034734311666969817,0.9999999974159123,1.1222550396861084e-09,False,other
OCIAD1,-0.0007044736477155866,0.9999999974159123,1.1222550396861084e-09,False,other
TBC1D9,0.0011789596073051925,0.9999999974159123,1.1222550396861084e-09,False,other
CPE,-4.109325796873391e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DHX15,-0.00042167522717825867,0.9999999974159123,1.1222550396861084e-09,False,other
SOD3,8.764048738121519e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NEIL3,0.00014799549235068078,0.9999999974159123,1.1222550396861084e-09,False,other
NCAPG,0.0005178954380897494,0.9999999974159123,1.1222550396861084e-09,False,other
CRYAB,5.550591859638252e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FNBP4,-0.00047194906874170606,0.9999999974159123,1.1222550396861084e-09,False,other
LPXN,-0.00038204041667273814,0.9999999974159123,1.1222550396861084e-09,False,other
UNC93B1,0.00023459344694055223,0.9999999974159123,1.1222550396861084e-09,False,other
MS4A6A,-5.365744138149898e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MS4A4A,1.4156290460347592e-05,0.9999999974159123,1.1222550396861084e-09,False,other
GALNT18,-0.0006599807672709075,0.9999999974159123,1.1222550396861084e-09,False,other
DDX6,0.00031346356961403643,0.9999999974159123,1.1222550396861084e-09,False,other
SLC1A2,-0.0006979012158497416,0.7460458435711593,0.12723448486209987,False,other
CD5,-0.00011069911371040624,0.9999999974159123,1.1222550396861084e-09,False,other
MDK,-0.0026961573096015157,0.0006217488021640682,3.2063850427512897,True,other
C11orf58,-0.00036784243147186535,0.9999999974159123,1.1222550396861084e-09,False,other
AIP,-8.6692130886145e-05,0.9999999974159123,1.1222550396861084e-09,False,other
POU2AF1,-0.0016420180465422374,0.9999999974159123,1.1222550396861084e-09,False,other
VWF,7.094286936207284e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PPFIBP1,-0.0003950524935768217,0.9999999974159123,1.1222550396861084e-09,False,other
CD69,0.00020298918049456438,0.9999999974159123,1.1222550396861084e-09,False,other
TSPAN11,-0.0027258668870772385,2.061223820249816e-10,9.685874847317466,True,other
BCL7A,0.00020658031747507188,0.9999999974159123,1.1222550396861084e-09,False,other
TNS2,0.00015402826433197347,0.9999999974159123,1.1222550396861084e-09,False,other
METAP2,-0.00017559420179533852,0.9999999974159123,1.1222550396861084e-09,False,other
FOXM1,0.0012095080905858355,0.3137953030990453,0.503353561238033,False,other
ARPC3,0.0008103340616475996,0.9999999974159123,1.1222550396861084e-09,False,other
DUSP16,7.338692867834423e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CDKN1B,-0.00012515004597872526,0.9999999974159123,1.1222550396861084e-09,False,other
OAS2,-0.0010348578486402069,0.9999999974159123,1.1222550396861084e-09,False,other
MGP,2.58018141075342e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SLC38A1,0.00021294899958593239,0.9999999974159123,1.1222550396861084e-09,False,other
RERGL,-6.528484021726518e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TIMELESS,0.0004041484120559692,0.9999999974159123,1.1222550396861084e-09,False,other
CPSF6,-0.0005576217451198351,0.9999999974159123,1.1222550396861084e-09,False,other
MRPL51,-3.962999609819634e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CHD4,0.00036247336497852167,0.9999999974159123,1.1222550396861084e-09,False,other
CDCA3,0.00013844894695132226,0.9999999974159123,1.1222550396861084e-09,False,other
PTPN6,8.243343327138386e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LDHB,-0.00021068165710644987,0.9999999974159123,1.1222550396861084e-09,False,other
ST8SIA1,-0.0005056881359662597,0.9999999974159123,1.1222550396861084e-09,False,other
AICDA,-0.000774681096444102,0.9999999974159123,1.1222550396861084e-09,False,other
SRSF9,0.0007477073539221973,0.9999999974159123,1.1222550396861084e-09,False,other
COL12A1,-4.7016498524465183e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RNGTT,-0.0004004055159708697,0.9999999974159123,1.1222550396861084e-09,False,other
TPD52L1,9.790549461481104e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MCM3,-4.823406971560251e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PHACTR1,0.0018431515404018495,0.6156349979227262,0.21067669915134796,False,other
CD83,-0.0013384779519804574,0.9999999974159123,1.1222550396861084e-09,False,other
BACH2,-0.00036934937937429385,0.9999999974159123,1.1222550396861084e-09,False,other
KHDRBS2,4.455272805692942e-05,0.9999999974159123,1.1222550396861084e-09,False,other
VNN2,-0.0006487849386970258,0.9999999974159123,1.1222550396861084e-09,False,other
GMNN,-5.659946977574354e-06,0.9999999974159123,1.1222550396861084e-09,False,other
SNX3,0.0007231180821709315,0.9999999974159123,1.1222550396861084e-09,False,other
TRIM38,-4.8065943725708604e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CCR6,0.000663134403963931,0.9999999974159123,1.1222550396861084e-09,False,other
CUTA,-0.000683110943346936,0.9999999974159123,1.1222550396861084e-09,False,other
TFEB,-0.0007471927500284567,0.9999999974159123,1.1222550396861084e-09,False,other
SMOC2,-0.00100194977707347,0.4068911310064889,0.3905217763470586,False,other
DUSP22,-0.0007076991959902093,0.9999999974159123,1.1222550396861084e-09,False,other
GMDS,-0.0007722877362062175,0.9999999974159123,1.1222550396861084e-09,False,other
LAMA4,6.284893935632613e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LY86,0.0002941466315548383,0.9999999974159123,1.1222550396861084e-09,False,other
C7,9.866151407613051e-05,0.9999999974159123,1.1222550396861084e-09,False,other
HSPA9,-0.00022594138693898813,0.9999999974159123,1.1222550396861084e-09,False,other
MRPS27,-0.00045501662498532644,0.9999999974159123,1.1222550396861084e-09,False,other
LOX,9.660971225211395e-05,0.9999999974159123,1.1222550396861084e-09,False,other
GZMK,1.1824543184777824e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SPARC,0.002520174532643249,0.9999999974159123,1.1222550396861084e-09,False,other
ITK,-0.0001305381733614692,0.9999999974159123,1.1222550396861084e-09,False,other
THBS4,5.371877278546617e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CDH6,5.757690668391972e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NPR3,-3.5218245612216384e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LNPEP,0.00028585551169993395,0.9999999974159123,1.1222550396861084e-09,False,other
PPP2CA,0.00011263423505109005,0.9999999974159123,1.1222550396861084e-09,False,other
NR3C1,-0.00026252008459777543,0.9999999974159123,1.1222550396861084e-09,False,other
LIFR,0.00325191105044359,0.016462338738254055,1.7835084662703682,True,other
H2AFY,0.00022532624320292793,0.9999999974159123,1.1222550396861084e-09,False,other
DPYSL3,0.001125067685427028,0.7023109855027767,0.15347053832453156,False,other
CSNK1A1,-0.0002876981914119725,0.9999999974159123,1.1222550396861084e-09,False,other
PDGFRB,-0.00033801137104094714,0.9999999974159123,1.1222550396861084e-09,False,other
STC2,-9.317835049853056e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SMC4,-0.00011204943852491378,0.9999999974159123,1.1222550396861084e-09,False,other
BCL6,-0.0030720480883169587,0.020698973759369438,1.6840511860257532,True,other
CLDN16,-0.0011086356605194206,2.458941821837535e-08,7.609251746476339,True,other
OGG1,-0.0005159274575831131,0.9999999974159123,1.1222550396861084e-09,False,other
RBP1,-0.0014619379242368363,0.129095641287152,0.8890884207614204,False,other
IFT57,0.00012565216632164783,0.9999999974159123,1.1222550396861084e-09,False,other
PLSCR4,1.1982769034009442e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NKTR,-0.0013733872412492881,0.9999999974159123,1.1222550396861084e-09,False,other
EIF4G1,-0.0002229837510521332,0.9999999974159123,1.1222550396861084e-09,False,other
SPCS1,-0.0007129324187846592,0.9999999974159123,1.1222550396861084e-09,False,other
CCL20,-0.002680157760051316,0.12654474697808643,0.8977558782084584,False,other
PIKFYVE,-0.0005901620355854773,0.9999999974159123,1.1222550396861084e-09,False,other
ZAP70,-0.00010581655879746132,0.9999999974159123,1.1222550396861084e-09,False,other
SF3B6,0.00046111341134678907,0.9999999974159123,1.1222550396861084e-09,False,other
CYTIP,-0.0003334946689230525,0.9999999974159123,1.1222550396861084e-09,False,other
PPM1G,-0.00011010327315801732,0.9999999974159123,1.1222550396861084e-09,False,other
SPTBN1,0.00102176451528678,0.9999999974159123,1.1222550396861084e-09,False,other
TACR1,0.00016352531790734311,0.9999999974159123,1.1222550396861084e-09,False,other
CCDC88A,-0.0016567543283201175,0.41279458433711497,0.38426600907448666,False,other
EFEMP1,3.573715091432193e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FN1,-0.004503342190897486,6.732011582344056e-05,4.171855145497196,True,other
GLS,0.000340161391682095,0.9999999974159123,1.1222550396861084e-09,False,other
IGFBP5,0.001117389314938634,0.9999999974159123,1.1222550396861084e-09,False,other
USP34,-8.414106117915487e-05,0.9999999974159123,1.1222550396861084e-09,False,other
EFHD1,-2.0916217686880513e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CCT4,0.000243292388597674,0.9999999974159123,1.1222550396861084e-09,False,other
GNLY,1.9080156821819026e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CNPPD1,-0.0003541423931416182,0.9999999974159123,1.1222550396861084e-09,False,other
PASK,-0.00012613183632529962,0.9999999974159123,1.1222550396861084e-09,False,other
ODC1,-0.0015907637177682704,0.9999999974159123,1.1222550396861084e-09,False,other
PRKD3,-0.0011396395761131134,0.9999999974159123,1.1222550396861084e-09,False,other
SDC1,0.0007395594866091149,0.9999999974159123,1.1222550396861084e-09,False,other
KYNU,-0.00033023793915852584,0.9999999974159123,1.1222550396861084e-09,False,other
PLEK,0.0002364638660922458,0.9999999974159123,1.1222550396861084e-09,False,other
AAK1,-6.8026900151934e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TIA1,-0.0006873183502986713,0.9999999974159123,1.1222550396861084e-09,False,other
EPAS1,0.0032599168264478284,0.5804493570657572,0.23623566551424968,False,other
PRRX1,0.0032150150853131887,0.004027321037783762,2.3949837492401733,True,other
CACYBP,3.175682079275752e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RALGPS2,-0.00023337493934103004,0.9999999974159123,1.1222550396861084e-09,False,other
ANGPTL1,-4.5553081919153795e-05,0.9999999974159123,1.1222550396861084e-09,False,other
WDR77,-0.0002946389788782769,0.9999999974159123,1.1222550396861084e-09,False,other
RAP1A,0.00025724456106112487,0.9999999974159123,1.1222550396861084e-09,False,other
HDAC1,-0.000256377710370001,0.9999999974159123,1.1222550396861084e-09,False,other
SRM,-0.0002917033056075158,0.9999999974159123,1.1222550396861084e-09,False,other
LEPR,-0.00012258117480227863,0.9999999974159123,1.1222550396861084e-09,False,other
PRDM2,0.000257746504588173,0.9999999974159123,1.1222550396861084e-09,False,other
RGS2,-0.000439569871329884,0.9999999974159123,1.1222550396861084e-09,False,other
OLFML3,8.578689039771435e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CD2,-5.008308491751207e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NR5A2,8.245249144574543e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NID1,-0.0002791613029200536,0.9999999974159123,1.1222550396861084e-09,False,other
MYCL,7.043087497919133e-05,0.9999999974159123,1.1222550396861084e-09,False,other
KMO,-7.525958310047182e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ACADM,-0.000419286424879161,0.9999999974159123,1.1222550396861084e-09,False,other
MFAP2,-0.00011489785493389775,0.9999999974159123,1.1222550396861084e-09,False,other
PLA2G2D,0.00031449135749943985,0.9999999974159123,1.1222550396861084e-09,False,other
CD160,1.8855986241888797e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ID3,0.0005240573171777715,0.9999999974159123,1.1222550396861084e-09,False,other
CR2,0.00921772951761013,0.09747340062615843,1.0111138821203045,False,other
CDC20,-0.00020439223315366767,0.9999999974159123,1.1222550396861084e-09,False,other
ATP6V0B,-0.0002594139353191624,0.9999999974159123,1.1222550396861084e-09,False,other
AKR1A1,-0.00034980772900526647,0.9999999974159123,1.1222550396861084e-09,False,other
CNN3,0.0011264611427035526,0.9999999974159123,1.1222550396861084e-09,False,other
PRRC2C,-0.000692156241589581,0.9999999974159123,1.1222550396861084e-09,False,other
F3,0.000809333759881202,0.027739770572363927,1.5568971351721927,True,other
PRDX6,8.96664052920243e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RCAN3,-3.4672054029197263e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RSRP1,-0.0005537924934499311,0.9999999974159123,1.1222550396861084e-09,False,other
STMN1,0.0007447409402256411,0.9999999974159123,1.1222550396861084e-09,False,other
PROX1,8.333808688237333e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CENPF,0.0009458055878938595,0.9739364606403254,0.0114693754554803,False,other
CTSD,0.00026585039051432724,0.9999999974159123,1.1222550396861084e-09,False,other
RPS25,0.008119737617993339,0.9160563318950825,0.03807781904070744,False,other
LRMP,-0.0024542543581078657,0.9999999974159123,1.1222550396861084e-09,False,other
SPCS2,-0.0007014571804691699,0.9999999974159123,1.1222550396861084e-09,False,other
FILIP1,5.8480806725312064e-05,0.9999999974159123,1.1222550396861084e-09,False,other
HMGN3,-0.0021960690671096184,0.5993132827770454,0.22234609678566322,False,other
TNFAIP3,-0.0002989008696604595,0.9999999974159123,1.1222550396861084e-09,False,other
CTGF,0.0011225291768675733,0.9999999974159123,1.1222550396861084e-09,False,other
TCF21,-3.2016732001184114e-06,0.9999999974159123,1.1222550396861084e-09,False,other
VAMP8,0.000404122621475253,0.9999999974159123,1.1222550396861084e-09,False,other
CASQ2,6.594493211877276e-06,0.9999999974159123,1.1222550396861084e-09,False,other
SPP1,0.00012463894243480624,0.9999999974159123,1.1222550396861084e-09,False,other
RARRES1,-0.00020277962044293156,0.9999999974159123,1.1222550396861084e-09,False,other
PCDH17,-0.0001292903008783819,0.9999999974159123,1.1222550396861084e-09,False,other
NDUFB3,-0.0002462878425503606,0.9999999974159123,1.1222550396861084e-09,False,other
CTNNAL1,0.00010751264938359392,0.9999999974159123,1.1222550396861084e-09,False,other
WDR34,0.0001836430465921475,0.9999999974159123,1.1222550396861084e-09,False,other
CNTRL,-0.00016632055752703948,0.9999999974159123,1.1222550396861084e-09,False,other
PHF19,-0.0001206102452139847,0.9999999974159123,1.1222550396861084e-09,False,other
NEK6,-0.0014962254203221628,0.4925501009388739,0.3075495875934945,False,other
LTBP2,-0.0010298334619828209,0.9999999974159123,1.1222550396861084e-09,False,other
SLIRP,-0.00011910812205057075,0.9999999974159123,1.1222550396861084e-09,False,other
RBM25,-0.0002800249741012756,0.9999999974159123,1.1222550396861084e-09,False,other
RHOQ,0.00028659320911923747,0.9999999974159123,1.1222550396861084e-09,False,other
YPEL5,-0.0010389688366374272,0.9999999974159123,1.1222550396861084e-09,False,other
BCL11A,0.0005887145754825962,0.9999999974159123,1.1222550396861084e-09,False,other
HELLS,-9.792139591443053e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TEK,-7.957977005467994e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MOB3B,0.00020167644250821282,0.9999999974159123,1.1222550396861084e-09,False,other
PLEKHG1,-0.00013289484760375947,0.9999999974159123,1.1222550396861084e-09,False,other
MYCT1,9.768605561143997e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TCP1,-3.581355095697014e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ELF1,0.0005083378092923113,0.9999999974159123,1.1222550396861084e-09,False,other
SMAD9,-0.00022702475095260494,0.9999999974159123,1.1222550396861084e-09,False,other
TGFBI,-6.728927455358028e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PAIP2,0.0010766143300391592,0.9999999974159123,1.1222550396861084e-09,False,other
TMPO,0.00015108575889308945,0.9999999974159123,1.1222550396861084e-09,False,other
CLU,-0.0038202981726846996,0.9999999974159123,1.1222550396861084e-09,False,other
PPP3CC,-0.00018855529067123011,0.9999999974159123,1.1222550396861084e-09,False,other
EPHX2,-0.006042963143912339,6.062248133374206e-16,15.217366291533269,True,other
ZNF706,0.0001223351580532106,0.9999999974159123,1.1222550396861084e-09,False,other
LYPLA1,5.237923383204224e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TBX2,-0.0003231409502184347,0.9999999974159123,1.1222550396861084e-09,False,other
NCAPH,0.00044511946191166593,0.9999999974159123,1.1222550396861084e-09,False,other
MND1,5.3520080951626955e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CSTA,0.0032387465621772638,0.15171001315005192,0.8189857540036382,False,other
NAA50,0.0002744628037730998,0.9999999974159123,1.1222550396861084e-09,False,other
KHDRBS1,0.0006445196533391845,0.9999999974159123,1.1222550396861084e-09,False,other
TNFSF10,-0.000637368775037811,0.9999999974159123,1.1222550396861084e-09,False,other
TMEM156,-0.0003509546893889631,0.9999999974159123,1.1222550396861084e-09,False,other
CPXM2,0.00018732607067927821,0.9999999974159123,1.1222550396861084e-09,False,other
FLT3,-0.0007306709629658556,0.9999999974159123,1.1222550396861084e-09,False,other
GTF3A,0.0008786266730237899,0.9999999974159123,1.1222550396861084e-09,False,other
MTERF4,-0.0005611681562674442,0.9999999974159123,1.1222550396861084e-09,False,other
SASH3,0.0002995171630389912,0.9999999974159123,1.1222550396861084e-09,False,other
FMOD,0.00041946029859674105,0.9999999974159123,1.1222550396861084e-09,False,other
LY9,-0.0007107420585110852,0.9999999974159123,1.1222550396861084e-09,False,other
ANXA11,5.243213848608874e-05,0.9999999974159123,1.1222550396861084e-09,False,other
INHBA,-0.0001557387065946221,0.9999999974159123,1.1222550396861084e-09,False,other
FKBP9,-4.544765284603819e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RAMP3,-0.00037184404815704397,0.9999999974159123,1.1222550396861084e-09,False,other
CALD1,0.0010159621417883472,0.9999999974159123,1.1222550396861084e-09,False,other
PLAU,0.00015937110493078124,0.9999999974159123,1.1222550396861084e-09,False,other
ZWINT,0.0005784225415497828,0.9999999974159123,1.1222550396861084e-09,False,other
HVCN1,0.00014268792956793896,0.9999999974159123,1.1222550396861084e-09,False,other
BHLHE41,7.887449319304504e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DDX39A,-0.00022734951221735356,0.9999999974159123,1.1222550396861084e-09,False,other
ITIH5,0.005269211819584618,6.43569942671793e-09,8.191404247414225,True,other
NCKAP1L,0.00010086803705008918,0.9999999974159123,1.1222550396861084e-09,False,other
MMP19,3.091700189702257e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SPATS2,-0.001478507854324837,0.34980427081304827,0.45617489245820747,False,other
LRP1,-0.0001017881893696634,0.9999999974159123,1.1222550396861084e-09,False,other
HJURP,0.0009038841071079967,0.6480073253856563,0.18842008462850174,False,other
G0S2,-0.001503082129948513,0.3557253851561486,0.44888514173055327,False,other
CKS2,-5.906566779197153e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SLPI,0.00011830217150434938,0.9999999974159123,1.1222550396861084e-09,False,other
NCOA3,-0.0008157443563772543,0.9999999974159123,1.1222550396861084e-09,False,other
TOX2,-0.00010309419932020246,0.9999999974159123,1.1222550396861084e-09,False,other
ZNF831,3.969303400211399e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PTGIS,-0.0009592766525264463,9.420918681457178e-07,6.025906744889325,True,other
STX16,-0.0001264946501660369,0.9999999974159123,1.1222550396861084e-09,False,other
BCAS4,-0.0004764398905980627,0.9999999974159123,1.1222550396861084e-09,False,other
CHST8,1.662590473151815e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NAGK,-0.00035193495144474757,0.9999999974159123,1.1222550396861084e-09,False,other
USP22,-0.00100161569736118,0.9999999974159123,1.1222550396861084e-09,False,other
BTN2A2,-0.00166015655884319,0.441190740229493,0.3553736111671057,False,other
SNRPC,-2.535117774826734e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CPNE5,-0.0017361697679385765,0.9999999974159123,1.1222550396861084e-09,False,other
NRN1,-2.327493263542743e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DEK,6.699132672448316e-06,0.9999999974159123,1.1222550396861084e-09,False,other
CNOT1,-7.35034255687772e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MT2A,3.706541368370944e-06,0.9999999974159123,1.1222550396861084e-09,False,other
GOT2,-4.642574292482247e-05,0.9999999974159123,1.1222550396861084e-09,False,other
GPR18,0.0001558802400317104,0.9999999974159123,1.1222550396861084e-09,False,other
EFNB2,0.0008238265906816561,0.6780295484268521,0.16875137923160513,False,other
SOX9,-7.714891371330551e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NT5C,0.0006813735303492566,0.9999999974159123,1.1222550396861084e-09,False,other
IL1B,3.10673084856195e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PSD4,-0.0002741506422969803,0.9999999974159123,1.1222550396861084e-09,False,other
C3,0.005299827026610082,0.5268730664088465,0.2782940018618048,False,other
VASP,0.0005268900838212506,0.9999999974159123,1.1222550396861084e-09,False,other
