gene,hvg_score,svg_score,hvg_norm,svg_norm,final_weight,is_sc_hvg,selected_in_plugin
SAMD11,0.005312562389871851,0.0,0.2720854453294714,0.2035662563359884,0.2378258508327299,False,0
NOC2L,0.16387098772631595,-0.0002550383208799008,0.8259715182235096,0.05310161718561429,0.43953656770456195,False,0
KLHL17,0.009911576311241123,0.004587144481224766,0.3258508327299059,0.3844436398744871,0.35514723630219647,False,0
PLEKHN1,0.019816460264718033,0.039380588373387516,0.4010982379917934,0.6804248129374849,0.5407615254646392,False,0
PERM1,0.0004084381439258742,0.0,0.14144339850349988,0.2035662563359884,0.17250482741974416,False,0
HES4,0.2414026483498698,0.08692956723985536,0.8939174511223751,0.8513758146270818,0.8726466328747284,False,0
ISG15,0.6396893496290332,0.582534419501046,0.9875693941588221,0.997465604634323,0.9925174993965725,True,1
AGRN,0.06761281541464209,0.3081457143774701,0.6214699493120927,0.9790610668597635,0.800265508085928,False,0
RNF223,0.0017605135541732065,0.0,0.20238957277335265,0.2035662563359884,0.2029779145546705,False,0
C1orf159,0.031706668315758677,0.03612524092400487,0.46952691286507364,0.660330678252474,0.5649287955587738,False,0
TTLL10,0.01016484505688316,0.0,0.32796282886797007,0.2035662563359884,0.26576454260197924,False,0
