curve_order,precision,recall,threshold
456,0.0914804469273743,0.9776119402985075,0.2958549343845519
457,0.09154437456324249,0.9776119402985075,0.2960000058907804
458,0.09160839160839161,0.9776119402985075,0.2961965131118527
459,0.09167249825052484,0.9776119402985075,0.2962305691940842
460,0.09173669467787114,0.9776119402985075,0.2962836009057159
461,0.0918009810791871,0.9776119402985075,0.2963248801039804
462,0.09186535764375876,0.9776119402985075,0.296346631434888
463,0.09192982456140351,0.9776119402985075,0.2963923684904266
464,0.09199438202247191,0.9776119402985075,0.2964310529315009
465,0.09205903021784961,0.9776119402985075,0.296982351830146
466,0.09212376933895922,0.9776119402985075,0.2969999033426407
467,0.09148486980999296,0.9701492537313433,0.2970782130577102
468,0.09154929577464789,0.9701492537313433,0.2972756661364715
469,0.0916138125440451,0.9701492537313433,0.2972757967880087
470,0.09167842031029619,0.9701492537313433,0.2973996652176158
471,0.09174311926605505,0.9701492537313433,0.2976093775078641
472,0.09180790960451977,0.9701492537313433,0.2978072885573487
473,0.09187279151943463,0.9701492537313433,0.2979740326253265
474,0.09193776520509193,0.9701492537313433,0.2980277670469488
475,0.09200283085633404,0.9701492537313433,0.2982843843646232
476,0.09206798866855524,0.9701492537313433,0.2984493362951756
477,0.09213323883770376,0.9701492537313433,0.2984750113137876
478,0.09219858156028368,0.9701492537313433,0.2985793592346681
479,0.09226401703335699,0.9701492537313433,0.2987223804127837
480,0.09232954545454546,0.9701492537313433,0.2988625783101175
481,0.0923951670220327,0.9701492537313433,0.2990185473720806
482,0.09246088193456614,0.9701492537313433,0.2992029512512297
483,0.09252669039145907,0.9701492537313433,0.2994957681162254
484,0.09259259259259259,0.9701492537313433,0.2995186149388117
485,0.09265858873841767,0.9701492537313433,0.3000524218109572
486,0.09272467902995721,0.9701492537313433,0.3001968374643102
487,0.092790863668808,0.9701492537313433,0.300421243761338
488,0.09285714285714286,0.9701492537313433,0.3010310537300637
489,0.09292351679771266,0.9701492537313433,0.3010875593259308
490,0.09298998569384835,0.9701492537313433,0.3012373642711684
491,0.09305654974946313,0.9701492537313433,0.3013720145859129
492,0.09312320916905444,0.9701492537313433,0.3014255063989426
493,0.0931899641577061,0.9701492537313433,0.3015576003429175
494,0.09325681492109039,0.9701492537313433,0.3016283948448338
495,0.09332376166547021,0.9701492537313433,0.301784795521142
496,0.09339080459770115,0.9701492537313433,0.3018048491012554
497,0.09345794392523364,0.9701492537313433,0.3018806703286251
498,0.09352517985611511,0.9701492537313433,0.3020575850847138
499,0.09359251259899208,0.9701492537313433,0.3025292979124895
500,0.0936599423631124,0.9701492537313433,0.3025666495414992
501,0.09372746935832732,0.9701492537313433,0.3025848979096227
502,0.09379509379509379,0.9701492537313433,0.3029345547128281
503,0.09386281588447654,0.9701492537313433,0.3031299238048681
504,0.09393063583815028,0.9701492537313433,0.3031886859450445
505,0.09399855386840203,0.9701492537313433,0.3032281581590755
