umap_1,umap_2,subcluster
7.6368046,-4.0672703,2
4.0998106,-1.6981963,0
5.0887146,0.14333531,0
0.017125735,2.891773,4
-1.2560233,3.7808254,4
10.749298,-4.355869,3
3.4375262,1.2931823,1
3.183619,0.17155792,1
8.073846,-1.0756462,2
5.959902,-0.14025421,0
0.18857726,2.8475008,4
3.2613606,-0.3525953,1
11.916169,-2.2428918,3
6.47514,-0.8955086,2
4.133692,-0.23671126,0
6.5511475,-2.6311803,2
0.29786482,3.0124154,4
5.141279,-0.9201493,0
8.899678,-2.4092522,2
6.309467,-0.31374684,0
3.4008098,0.74587524,1
4.1675925,-2.2446308,0
11.4813795,-4.703797,3
4.3879104,-3.4846776,0
11.096685,-2.2587647,3
11.254788,-1.9435976,3
0.9968352,2.7473886,4
10.294228,-2.0037246,3
-0.17812529,4.0891128,4
10.345478,-1.6454096,3
-0.87933856,2.6123037,4
5.5555534,1.4797456,0
8.20206,-1.9401299,2
8.492965,-2.7039366,2
10.9341,-1.7940341,3
4.955323,0.14231262,0
1.9095907,-1.1780875,1
7.610937,-4.309912,2
5.896898,-1.9850792,2
4.0993557,-1.6579827,0
5.699838,-0.7800072,0
3.7434473,-0.06902426,1
9.77731,-1.0475297,3
2.5339904,-0.7947852,1
2.384234,1.0322305,1
3.701782,0.49790466,1
3.513934,-2.6168158,0
8.558257,-2.2933924,2
