umap_1,umap_2,subcluster
12.119083,-15.656768,3
14.608191,-13.042309,1
12.395117,-11.516195,1
15.210659,-9.181971,0
15.057292,-7.1164145,2
14.208344,-5.694599,2
8.336197,-16.203209,3
11.069021,-10.835235,1
14.678864,-11.952879,0
14.636084,-11.741512,0
15.523364,-7.984339,0
13.64608,-13.085583,1
15.526228,-7.2090645,2
12.6034,-14.710617,1
14.261922,-11.608937,1
12.576724,-11.253078,1
14.886619,-6.1060424,2
6.1282506,-15.998347,3
5.798043,-15.71107,3
14.341422,-6.744595,2
14.244205,-10.700049,0
14.182927,-12.38606,1
12.557975,-13.265169,1
14.32737,-13.263968,1
14.474832,-13.456846,1
16.362755,-9.414094,0
8.351528,-16.263567,3
11.811509,-12.689567,1
13.842767,-6.0927706,2
12.374789,-6.226589,2
15.065738,-10.169713,0
16.850649,-10.652505,0
13.122902,-8.489123,0
12.54006,-8.614747,0
15.852099,-7.290538,2
14.64352,-14.382387,1
9.474397,-16.4872,3
9.657061,-15.18847,3
12.461608,-14.267466,1
11.710497,-13.65323,3
15.284933,-9.085852,0
13.388565,-12.020419,1
14.025013,-12.114351,1
14.721862,-11.06369,0
8.228429,-15.330926,3
11.966203,-14.6094885,1
14.544204,-13.946146,1
13.573001,-12.613336,1
16.515928,-9.801574,0
12.23954,-7.079754,2
12.398047,-5.6204534,2
11.431561,-11.221927,1
10.864082,-15.572039,3
14.63267,-9.685032,0
12.682219,-5.9490056,2
12.069195,-13.194674,1
13.296134,-8.0185995,2
15.328446,-11.320078,0
13.442497,-13.540773,1
13.257229,-14.572874,1
10.674683,-12.1780405,1
15.323957,-9.62015,0
9.447679,-14.6275215,3
14.584966,-6.6400065,2
13.311982,-11.907261,1
14.544642,-7.802377,2
12.873544,-12.628832,1
15.726384,-10.660607,0
12.982808,-7.6034703,2
13.23957,-14.099456,1
15.600846,-6.720683,2
12.62414,-11.88986,1
8.681102,-15.993976,3
15.299134,-6.305515,2
11.056517,-12.426387,1
15.459358,-9.899416,0
14.345238,-6.3947215,2
13.822525,-8.424196,0
13.954379,-13.793617,1
12.046755,-15.707651,3
16.11552,-9.670312,0
12.095327,-15.554225,3
10.839451,-11.858162,1
13.8428755,-7.7114363,2
14.343402,-13.433045,1
9.805015,-14.877357,3
12.746344,-8.454631,0
13.004802,-10.435331,0
14.713244,-9.5163,0
12.64176,-11.44898,1
10.317587,-15.555168,3
15.07724,-6.774792,2
13.549094,-10.305783,0
14.827163,-13.371099,1
16.013487,-11.807574,0
5.982301,-15.586664,3
11.875296,-6.5163126,2
13.32322,-5.9214993,2
7.5505834,-15.044975,3
15.491661,-9.184015,0
15.040521,-9.805426,0
13.922206,-11.604848,1
10.925043,-13.410651,3
15.060702,-13.488249,1
14.510534,-7.9912705,2
16.053585,-12.061669,0
15.731835,-8.111212,0
15.339357,-11.013051,0
15.957928,-10.520945,0
11.096,-13.218997,1
13.76252,-13.989632,1
9.283479,-15.412978,3
12.7348585,-14.601472,1
14.941009,-9.648851,0
15.657848,-11.924156,0
15.426046,-7.2999787,2
15.200404,-6.835555,2
13.823562,-7.8376694,2
12.694525,-14.906668,1
14.982047,-7.183664,2
15.441975,-9.524099,0
12.384474,-13.887731,1
11.527539,-9.927297,1
16.650526,-9.47398,0
12.2430525,-4.2357545,2
12.17777,-14.592372,3
14.074671,-5.9278903,2
13.32445,-14.880527,1
12.867388,-14.683237,1
10.553567,-14.433597,3
13.155383,-8.298601,2
14.923296,-10.998467,0
11.79058,-12.948262,1
13.109449,-14.393322,1
16.450874,-8.276434,0
13.474365,-7.8445907,2
12.032185,-5.5152583,2
12.866933,-9.900007,0
14.43381,-10.038026,0
13.80601,-12.699418,1
14.986683,-11.236234,0
14.038558,-12.618481,1
15.487631,-13.3500805,1
13.283174,-9.6886835,0
15.447777,-10.954596,0
9.629978,-14.0137205,3
12.069997,-13.500263,1
15.385083,-7.3293924,2
13.705536,-12.048486,1
14.713897,-10.99707,0
15.115499,-10.746388,0
9.8402605,-15.678576,3
13.530551,-6.061485,2
12.604108,-4.958008,2
14.691156,-8.444613,0
15.793595,-10.7969265,0
14.410996,-13.578873,1
10.4338665,-16.315605,3
12.5633745,-12.430919,1
15.121384,-9.832211,0
11.408462,-14.933631,3
11.435731,-10.102601,1
14.721982,-13.779078,1
13.934592,-9.00673,0
13.267612,-12.275094,1
13.706895,-12.836918,1
16.406012,-8.318262,0
14.677859,-10.827864,0
12.617031,-13.758824,1
12.44118,-7.915924,2
11.205631,-15.657751,3
14.176096,-12.934622,1
15.671935,-8.64246,0
13.856908,-11.185699,1
12.288389,-7.6154523,2
15.999576,-11.8899765,0
